Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
177,Combat Support,Regular Army,Female,240,1384,322,185,775,437,119,867,1627,427,297,879,203,378,1016,162,825,74.8,1.661,27.11204851,Overweight,Normal
178,Combat Support,Regular Army,Female,269,1263,315,185,729,406,117,799,1499,400,325,1000,266,351,918,153,725,70,1.526,30.05999976,Overweight,Small
179,Combat Support,Regular Army,Female,232,1302,296,168,713,420,117,820,1575,437,308,931,219,365,945,153,784,65.5,1.583,26.13842832,Overweight,Normal
180,Combat Support,Army National Guard,Female,213,1251,274,143,757,406,126,760,1417,410,253,748,188,314,910,142,748,49.9,1.533,21.2332384,Normal,Small
181,Combat Support,Regular Army,Female,200,1281,293,165,737,428,105,830,1446,393,257,734,174,347,962,149,744,55.3,1.575,22.29276896,Normal,Normal
182,Combat Service Support,Regular Army,Female,264,1454,330,201,843,474,126,899,1697,451,350,1021,235,422,1040,165,877,92.4,1.776,29.2944972,Overweight,Tall
183,Combat Support,Army Reserve,Female,224,1411,329,156,794,461,116,897,1662,417,301,874,190,397,1053,152,828,71.6,1.713,24.40047588,Normal,Tall
184,Combat Support,Army Reserve,Female,225,1316,290,171,790,423,133,827,1594,471,269,803,201,362,954,159,801,67.6,1.653,24.74007369,Normal,Normal
185,Combat Service Support,Army Reserve,Female,244,1255,287,173,709,399,111,770,1523,412,320,935,217,346,898,154,745,64.1,1.516,27.89071365,Overweight,Small
186,Combat Support,Regular Army,Female,207,1351,324,171,774,457,118,873,1562,413,279,810,189,358,1013,162,774,66.6,1.658,24.22730891,Normal,Normal
187,Combat Support,Regular Army,Female,214,1343,293,165,719,426,126,815,1609,435,316,882,197,376,963,153,815,66.3,1.617,25.35674415,Overweight,Normal
188,Combat Support,Regular Army,Female,247,1404,328,182,803,472,126,893,1628,462,306,920,237,377,1013,162,844,76.3,1.687,26.8098493,Overweight,Normal
189,Combat Service Support,Regular Army,Female,294,1322,310,190,752,455,114,844,1552,460,356,1085,279,347,955,141,759,71.7,1.603,27.90307786,Overweight,Normal
190,Combat Service Support,Army Reserve,Female,263,1275,293,152,698,394,128,777,1582,419,321,923,236,401,871,152,755,64.3,1.539,27.14774325,Overweight,Small
191,Combat Service Support,Army Reserve,Female,220,1296,307,151,741,423,130,832,1481,399,298,840,202,346,965,151,766,59.1,1.603,22.99960811,Normal,Normal
192,Combat Service Support,Regular Army,Female,176,1327,304,158,719,423,136,837,1492,444,294,783,168,342,965,151,769,52.9,1.62,20.15698826,Normal,Normal
193,Combat Service Support,Army Reserve,Female,252,1318,311,171,750,422,120,825,1587,418,327,924,231,377,943,151,773,69.4,1.617,26.5423536,Overweight,Normal
194,Combat Support,Army Reserve,Female,288,1286,287,170,750,429,114,818,1567,422,322,972,259,365,952,155,786,69.9,1.6,27.3046875,Overweight,Normal
195,Combat Service Support,Army Reserve,Female,205,1290,301,163,742,436,117,799,1467,394,285,774,179,304,962,154,752,59.2,1.572,23.95612791,Normal,Normal
196,Combat Support,Army Reserve,Female,179,1303,292,152,721,419,120,832,1484,422,257,708,176,336,980,156,789,54,1.632,20.27465398,Normal,Normal
197,Combat Support,Army National Guard,Female,242,1362,318,177,732,442,121,849,1627,424,296,879,219,370,1014,160,814,70.1,1.69,24.54395854,Normal,Normal
198,Combat Service Support,Army Reserve,Female,241,1369,317,181,759,450,129,842,1582,411,283,830,211,385,1027,157,805,68.1,1.682,24.07105521,Normal,Normal
199,Combat Service Support,Army Reserve,Female,327,1358,336,182,777,441,122,845,1672,417,339,980,243,395,994,170,797,86.4,1.657,31.46796987,Overweight,Normal
200,Combat Service Support,Army Reserve,Female,212,1391,326,172,723,448,124,863,1599,436,330,883,190,355,1012,151,836,67.2,1.672,24.03791122,Normal,Normal
201,Combat Service Support,Army Reserve,Female,199,1322,287,159,709,424,124,822,1538,397,271,754,179,347,983,142,814,55.9,1.621,21.27383459,Normal,Normal
202,Combat Service Support,Army Reserve,Female,219,1339,309,148,726,412,126,814,1535,433,278,767,186,375,947,147,824,56.6,1.623,21.48717849,Normal,Normal
203,Combat Service Support,Army Reserve,Female,221,1329,295,153,683,437,128,814,1544,422,308,868,201,376,968,154,811,58.5,1.633,21.93731627,Normal,Normal
204,Combat Support,Army Reserve,Female,238,1233,288,174,711,406,122,795,1504,433,319,938,237,358,889,154,731,62.8,1.526,26.96811407,Overweight,Small
205,Combat Service Support,Army Reserve,Female,183,1282,293,142,703,417,118,800,1447,393,243,682,161,332,965,140,775,46.7,1.57,18.94600187,Normal,Normal
206,Combat Service Support,Army Reserve,Female,202,1322,304,152,764,452,116,842,1505,383,269,762,183,354,989,152,775,59.9,1.616,22.93739584,Normal,Normal
207,Combat Service Support,Army Reserve,Female,195,1393,317,169,750,461,122,865,1556,406,282,802,174,371,1040,154,822,64.2,1.69,22.47820454,Normal,Normal
208,Combat Service Support,Army Reserve,Female,291,1339,306,191,753,417,130,792,1683,470,371,1060,260,400,936,154,806,81.3,1.637,30.33843589,Overweight,Normal
209,Combat Service Support,Army Reserve,Female,251,1434,325,157,829,475,123,901,1625,417,332,922,218,374,1052,158,847,71.9,1.718,24.36029658,Normal,Tall
210,Combat Support,Army Reserve,Female,217,1281,297,160,722,421,120,794,1484,421,281,783,197,345,946,145,758,54.8,1.588,21.73099252,Normal,Normal
211,Combat Service Support,Army Reserve,Female,175,1240,276,147,691,388,115,759,1455,374,259,707,162,350,930,145,757,48.5,1.52,20.99203601,Normal,Small
212,Combat Service Support,Army Reserve,Female,233,1320,303,173,730,451,117,854,1555,388,274,795,207,339,1003,156,777,65.8,1.618,25.13441949,Overweight,Normal
213,Combat Support,Army Reserve,Female,241,1332,306,192,764,418,127,842,1602,428,289,862,211,375,970,158,794,75.3,1.631,28.30655739,Overweight,Normal
214,Combat Service Support,Army Reserve,Female,244,1363,315,156,767,453,124,853,1535,425,310,929,237,388,987,151,800,63.6,1.642,23.58906951,Normal,Normal
215,Combat Service Support,Army Reserve,Female,242,1393,331,179,809,468,123,915,1557,412,286,858,241,375,1051,159,806,75.2,1.719,25.44872843,Overweight,Tall
216,Combat Service Support,Army Reserve,Female,215,1408,332,176,852,484,127,934,1573,410,258,784,191,362,1090,165,819,75.5,1.715,25.66957645,Overweight,Tall
217,Combat Service Support,Army Reserve,Female,182,1336,304,138,776,454,109,876,1437,396,224,632,159,348,1030,144,800,46.9,1.653,17.16434106,Underweight,Normal
218,Combat Service Support,Army Reserve,Female,212,1300,303,143,725,411,123,803,1415,408,292,809,188,364,955,144,757,53.7,1.59,21.24124837,Normal,Normal
219,Combat Service Support,Army Reserve,Female,239,1445,333,174,822,473,119,896,1618,450,322,912,217,376,1065,169,848,75.8,1.751,24.72275776,Normal,Tall
220,Combat Service Support,Army Reserve,Female,247,1301,315,176,764,440,123,812,1482,410,333,941,228,379,959,150,746,67.9,1.583,27.09617226,Overweight,Normal
221,Combat Service Support,Army Reserve,Female,229,1326,313,198,734,434,105,849,1517,406,287,854,205,353,992,151,771,68.4,1.627,25.83931497,Overweight,Normal
222,Combat Service Support,Army Reserve,Female,251,1298,297,183,754,428,109,841,1531,385,285,885,236,367,958,163,761,67.7,1.586,26.91425127,Overweight,Normal
223,Combat Service Support,Army Reserve,Female,213,1377,317,163,753,435,126,847,1553,423,278,783,185,371,995,158,823,61.7,1.675,21.99153486,Normal,Normal
224,Combat Service Support,Army Reserve,Female,272,1329,295,175,757,409,116,808,1655,440,309,927,237,358,944,156,825,71.7,1.606,27.79892961,Overweight,Normal
225,Combat Support,Army Reserve,Female,218,1368,322,170,787,458,143,857,1562,418,268,785,190,349,1035,150,815,64.2,1.68,22.74659864,Normal,Normal
226,Combat Service Support,Army Reserve,Female,224,1454,339,177,863,489,134,954,1590,436,301,858,215,384,1092,162,853,74,1.773,23.54042225,Normal,Tall
227,Combat Support,Army Reserve,Female,277,1385,312,186,795,464,127,881,1582,426,324,958,252,395,1053,172,829,79.2,1.68,28.06122449,Overweight,Normal
228,Combat Support,Army Reserve,Female,183,1346,318,164,767,445,128,853,1516,401,248,707,167,352,998,149,790,58.1,1.645,21.47060726,Normal,Normal
229,Combat Service Support,Army Reserve,Female,263,1271,281,175,733,412,119,776,1572,408,339,1004,249,361,917,161,763,72.7,1.558,29.95018464,Overweight,Normal
230,Combat Support,Army National Guard,Female,231,1382,310,165,782,432,123,819,1641,434,331,905,212,369,975,157,844,70.4,1.665,25.39476413,Overweight,Normal
231,Combat Support,Army Reserve,Female,256,1315,308,169,746,442,124,820,1514,414,346,989,236,358,961,147,770,65.3,1.601,25.4759576,Overweight,Normal
232,Combat Support,Army National Guard,Female,239,1366,329,175,796,432,114,853,1586,432,322,906,222,367,1000,154,796,72.5,1.658,26.37357201,Overweight,Normal
233,Combat Support,Army National Guard,Female,230,1316,302,171,719,428,123,814,1643,402,315,854,197,377,960,153,779,72.1,1.623,27.37147649,Overweight,Normal
234,Combat Support,Army National Guard,Female,195,1340,311,152,778,424,122,850,1494,423,271,738,165,357,1007,151,778,56.1,1.661,20.33403639,Normal,Normal
235,Combat Service Support,Army National Guard,Female,203,1276,291,168,733,413,121,792,1474,390,283,784,186,315,944,157,760,58.3,1.563,23.86440434,Normal,Normal
236,Combat Service Support,Army National Guard,Female,238,1307,307,171,760,424,129,815,1561,430,311,871,209,385,970,160,758,67.7,1.63,25.48082352,Overweight,Normal
237,Combat Service Support,Army National Guard,Female,214,1257,277,165,700,395,110,764,1518,420,290,811,198,341,893,146,754,57.6,1.528,24.67037636,Normal,Small
238,Combat Service Support,Army National Guard,Female,193,1337,299,165,731,431,127,829,1490,416,266,728,169,354,983,151,812,55.9,1.653,20.45813786,Normal,Normal
239,Combat Service Support,Army National Guard,Female,233,1245,301,137,718,412,117,790,1383,391,255,763,198,327,906,143,705,46.8,1.512,20.47115142,Normal,Small
240,Combat Service Support,Army National Guard,Female,203,1328,301,159,764,422,122,807,1518,399,283,793,190,335,991,157,794,56.7,1.629,21.36686914,Normal,Normal
241,Combat Service Support,Army National Guard,Female,258,1368,320,189,776,454,120,860,1633,467,356,1001,239,395,982,158,794,82,1.675,29.22699933,Overweight,Normal
242,Combat Service Support,Army National Guard,Female,240,1191,278,169,730,365,125,714,1565,411,322,922,212,369,857,151,709,66.4,1.498,29.58996508,Overweight,Small
243,Combat Support,Army National Guard,Female,240,1236,280,175,722,413,123,835,1489,405,283,829,206,366,910,154,740,62.6,1.538,26.46437624,Overweight,Small
244,Combat Service Support,Army National Guard,Female,240,1287,288,168,725,406,122,777,1619,402,304,850,207,305,952,153,779,65.3,1.567,26.59348097,Overweight,Normal
245,Combat Service Support,Army National Guard,Female,204,1312,313,164,736,436,125,813,1477,358,268,731,176,315,971,146,777,53.9,1.59,21.32035916,Normal,Normal
246,Combat Service Support,Army National Guard,Female,284,1297,294,185,767,415,117,785,1606,407,355,996,247,378,941,160,778,75,1.573,30.31124802,Overweight,Normal
247,Combat Support,Army National Guard,Female,231,1319,293,186,729,416,119,827,1619,380,305,871,212,339,967,160,806,70.4,1.595,27.67268403,Overweight,Normal
248,Combat Service Support,Army National Guard,Female,278,1323,295,177,738,441,126,829,1543,440,348,1036,270,341,948,152,801,67.5,1.61,26.04066201,Overweight,Normal
249,Combat Service Support,Army National Guard,Female,223,1298,304,169,709,411,124,803,1547,376,295,835,192,369,955,151,774,64,1.565,26.13071482,Overweight,Normal
250,Combat Service Support,Army National Guard,Female,178,1248,278,147,694,377,114,730,1461,371,239,665,154,335,914,144,744,47,1.523,20.26273437,Normal,Small
251,Combat Service Support,Army National Guard,Female,182,1269,293,149,738,410,121,763,1455,394,238,671,160,323,961,151,744,50.2,1.57,20.36593777,Normal,Normal
252,Combat Service Support,Army National Guard,Female,193,1269,285,169,714,416,112,805,1537,384,269,769,185,348,930,151,771,59.7,1.556,24.65784656,Normal,Normal
253,Combat Service Support,Army National Guard,Female,254,1315,300,176,728,418,124,792,1580,436,298,850,220,368,948,157,798,64.6,1.599,25.26594756,Overweight,Normal
254,Combat Service Support,Regular Army,Female,250,1317,302,175,741,431,130,827,1557,435,323,936,233,370,971,162,784,72.6,1.611,27.97341832,Overweight,Normal
255,Combat Arms,Regular Army,Female,208,1361,308,164,754,434,120,838,1542,418,256,758,187,355,996,162,817,63.1,1.681,22.33026785,Normal,Normal
256,Combat Support,Regular Army,Female,245,1290,295,173,767,428,130,809,1487,426,309,888,227,370,951,151,772,63.1,1.585,25.117177,Overweight,Normal
257,Combat Service Support,Regular Army,Female,217,1327,300,176,716,436,117,813,1545,408,347,941,213,394,961,162,798,66,1.614,25.33593142,Overweight,Normal
258,Combat Service Support,Regular Army,Female,219,1395,334,189,799,457,139,887,1594,411,282,812,195,355,1043,163,808,78.9,1.674,28.15568488,Overweight,Normal
259,Combat Support,Army National Guard,Female,181,1370,318,147,784,476,120,900,1484,365,240,704,166,324,1053,148,803,53.1,1.653,19.43340108,Normal,Normal
260,Combat Support,Army National Guard,Female,280,1329,298,185,719,414,131,810,1641,452,358,1027,246,351,936,149,791,70.8,1.593,27.89983958,Overweight,Normal
261,Combat Support,Army Reserve,Female,242,1280,314,165,731,426,125,841,1470,422,305,885,214,346,964,156,729,62.5,1.592,24.66004646,Normal,Normal
262,Combat Support,Army National Guard,Female,231,1332,300,169,736,413,128,836,1618,414,311,872,201,365,963,155,808,68,1.617,26.00691708,Overweight,Normal
263,Combat Support,Army National Guard,Female,310,1309,303,170,724,427,117,832,1607,419,352,1041,256,365,940,148,804,73.4,1.589,29.07021645,Overweight,Normal
264,Combat Support,Army National Guard,Female,243,1308,292,183,730,437,121,819,1506,378,298,859,210,375,978,160,770,68.8,1.597,26.97606541,Overweight,Normal
265,Combat Support,Army National Guard,Female,265,1397,313,182,760,441,129,849,1725,470,348,1022,240,426,995,156,858,84,1.698,29.13425481,Overweight,Normal
266,Combat Support,Army National Guard,Female,231,1321,289,170,730,413,122,803,1595,406,273,790,194,355,971,161,804,64.7,1.619,24.6837184,Normal,Normal
267,Combat Support,Army National Guard,Female,173,1322,305,160,744,423,121,821,1515,423,258,711,168,357,985,157,770,56.1,1.663,20.28515651,Normal,Normal
268,Combat Support,Army National Guard,Female,215,1315,294,177,726,426,126,829,1596,440,348,941,221,316,947,158,793,73.5,1.606,28.49681068,Overweight,Normal
269,Combat Support,Army National Guard,Female,293,1332,300,169,709,422,126,823,1593,448,372,1076,273,342,927,147,806,73.3,1.609,28.313391,Overweight,Normal
270,Combat Arms,Army National Guard,Female,199,1390,316,156,749,444,115,899,1581,427,294,797,173,362,1028,149,823,60.5,1.696,21.03311899,Normal,Normal
271,Combat Service Support,Army National Guard,Female,234,1402,305,172,735,456,129,867,1692,462,336,904,203,362,1022,159,870,72.2,1.723,24.32017203,Normal,Tall
272,Combat Support,Army National Guard,Female,264,1429,323,199,804,479,115,919,1751,468,326,979,244,389,1049,163,861,90.8,1.748,29.71686504,Overweight,Tall
273,Combat Support,Army National Guard,Female,237,1425,314,175,743,459,123,897,1653,423,314,888,214,385,1028,152,887,76,1.695,26.45295464,Overweight,Normal
274,Combat Support,Army National Guard,Female,209,1336,308,159,772,432,114,824,1578,430,275,769,195,358,974,163,786,60.6,1.648,22.31301254,Normal,Normal
275,Combat Service Support,Army National Guard,Female,208,1275,285,152,706,404,114,790,1522,420,289,807,185,355,924,151,750,57.3,1.579,22.9821345,Normal,Normal
276,Combat Service Support,Army National Guard,Female,209,1293,305,154,729,433,121,830,1494,394,299,839,199,324,966,150,761,60.2,1.587,23.90246207,Normal,Normal
277,Combat Support,Army National Guard,Female,257,1315,313,156,757,441,130,847,1557,415,346,975,243,352,973,154,770,66.9,1.604,26.0026368,Overweight,Normal
278,Combat Service Support,Army National Guard,Female,328,1347,328,188,772,437,119,855,1688,501,356,1127,319,394,919,153,773,82.9,1.603,32.26171764,Overweight,Normal
279,Combat Support,Army National Guard,Female,239,1399,321,181,749,462,130,893,1631,464,331,930,214,385,1028,167,840,76.5,1.712,26.10080575,Overweight,Tall
280,Combat Service Support,Army National Guard,Female,229,1315,296,176,717,434,123,830,1565,457,313,907,240,373,955,152,788,67.1,1.628,25.31708613,Overweight,Normal
281,Combat Service Support,Army National Guard,Female,247,1220,281,158,718,400,118,786,1472,417,295,919,243,354,903,147,707,58.9,1.52,25.49342105,Overweight,Small
282,Combat Service Support,Army National Guard,Female,215,1347,316,167,739,439,114,842,1560,427,304,839,204,340,993,155,791,61.5,1.64,22.86585366,Normal,Normal
283,Combat Support,Army National Guard,Female,177,1318,308,148,728,429,134,825,1500,407,258,697,168,344,975,158,766,52.9,1.616,20.25689883,Normal,Normal
284,Combat Service Support,Army National Guard,Female,284,1406,319,173,775,465,123,884,1657,453,369,1088,276,382,1019,152,836,84.7,1.684,29.86752501,Overweight,Normal
285,Combat Support,Army National Guard,Female,196,1370,312,166,768,431,123,854,1560,432,289,805,174,340,1006,149,824,59.6,1.649,21.91820318,Normal,Normal
286,Combat Support,Army National Guard,Female,209,1378,313,166,757,457,122,868,1602,406,294,844,194,360,1041,158,814,66.6,1.677,23.68143983,Normal,Normal
287,Combat Support,Army National Guard,Female,219,1352,299,166,738,441,131,896,1593,444,326,915,218,393,993,155,821,67.6,1.653,24.74007369,Normal,Normal
288,Combat Service Support,Army National Guard,Female,208,1333,302,168,729,436,126,858,1555,450,314,862,193,355,977,150,806,65.8,1.638,24.5243835,Normal,Normal
289,Combat Service Support,Army National Guard,Female,215,1347,300,171,730,437,111,868,1569,444,298,835,203,361,993,154,826,59.6,1.646,21.99817223,Normal,Normal
290,Combat Support,Army Reserve,Female,281,1305,291,179,717,413,121,820,1589,453,354,1000,251,385,936,156,796,73.5,1.619,28.04100931,Overweight,Normal
291,Combat Support,Army Reserve,Female,208,1242,282,160,693,404,122,794,1490,422,262,789,197,337,901,148,734,55.6,1.53,23.75154855,Normal,Small
